train_no,train_name,seq,station_code,station_name,arrival_time,departure_time,distance,source_station,destination_station
12995,Train 12995,4,STN4,Station 4,11:54,12:00,207,STN1,STN30
12995,Train 12995,5,STN5,Station 5,12:56,13:06,258,STN1,STN30
12995,Train 12995,6,STN6,Station 6,13:52,14:00,341,STN1,STN30
12995,Train 12995,7,STN7,Station 7,15:30,15:37,430,STN1,STN30
12995,Train 12995,8,STN8,Station 8,17:23,17:31,525,STN1,STN30
12995,Train 12995,9,STN9,Station 9,19:24,19:34,595,STN1,STN30
12995,Train 12995,10,STN10,Station 10,20:35,20:43,653,STN1,STN30
12995,Train 12995,11,STN11,Station 11,22:20,22:22,698,STN1,STN30
12995,Train 12995,12,STN12,Station 12,23:43,23:49,792,STN1,STN30
12995,Train 12995,13,STN13,Station 13,01:07,01:10,892,STN1,STN30
12995,Train 12995,14,STN14,Station 14,01:54,02:04,972,STN1,STN30
12995,Train 12995,15,STN15,Station 15,03:08,03:10,1038,STN1,STN30
12995,Train 12995,16,STN16,Station 16,04:37,04:45,1119,STN1,STN30
12995,Train 12995,17,STN17,Station 17,06:17,06:19,1156,STN1,STN30
12995,Train 12995,18,STN18,Station 18,07:02,07:11,1207,STN1,STN30
12995,Train 12995,19,STN19,Station 19,08:45,08:47,1300,STN1,STN30
12995,Train 12995,20,STN20,Station 20,10:39,10:49,1366,STN1,STN30
12995,Train 12995,21,STN21,Station 21,11:30,11:36,1400,STN1,STN30
12995,Train 12995,22,STN22,Station 22,13:25,13:33,1453,STN1,STN30
12995,Train 12995,23,STN23,Station 23,14:48,14:54,1551,STN1,STN30
12995,Train 12995,24,STN24,Station 24,15:56,15:58,1598,STN1,STN30
12995,Train 12995,25,STN25,Station 25,17:58,18:07,1631,STN1,STN30
12995,Train 12995,26,STN26,Station 26,19:51,20:00,1681,STN1,STN30
12995,Train 12995,27,STN27,Station 27,21:54,21:57,1732,STN1,STN30
12995,Train 12995,28,STN28,Station 28,22:58,23:02,1818,STN1,STN30
12995,Train 12995,29,STN29,Station 29,00:55,01:05,1899,STN1,STN30
12995,Train 12995,30,STN30,Station 30,01:57,00:00,1994,STN1,STN30
